Member ID,Member Gender,Member Age,Member Duration(Month),Averaged Spending Per Transaction,Maximun Spending Per Transaction,Minimun Spending Per Transaction,Averaged Number of Transaction,Averaged Purchasing Discount Rate,Averaged Price in Favorite Shop,Averaged Tax Rate in Favorite Shop,Number of Goods in Favorite Shop,Number of Favorite in  Favorite Shop
23d1e7ae,0,30,73,310,310,310,0.041666667,0,796.3636364,0.113332975,55,2347
0267f5c7,0,27,80,1255,1390,1170,0.125,0,796.3636364,0.113332975,55,2347
fa435c6f,0,33,76,1662.625,8350,116,0.333333333,0,1086.551724,0.120247568,58,3205
06b41283,0,46,91,590,590,590,0.041666667,0,819.9300699,0.113902349,143,3158
7999d779,0,41,144,1582.833333,3497,758,0.25,0,1242.692308,0.114350441,26,4334
2d749147,0,30,64,729,1350,270,0.125,0.066666667,796.3636364,0.113332975,55,2347
1fecb2ac,0,32,63,1189.6,3788,310,0.208333333,0,829.75,0.113333345,40,3000
425c613c,1,39,96,1136.666667,2000,550,0.125,0,656.5,0.113333342,20,1047
2127d894,0,48,77,1213.333333,3750,218,0.25,0.181295365,1002.307692,0.108974355,13,767
9d572b5d,0,54,81,1312.666667,1820,628,0.125,0,608.1463415,0.113333295,41,1528
5aaf25be,0,52,79,4392.123077,22186,20,0.541666667,0.145299378,1280.356164,0.114447958,73,562
781601d1,0,49,39,1041.5,2015,68,0.083333333,0,1242.692308,0.114350441,26,4334
a3a518c2,0,48,79,1696,3860,48,0.125,0.168918919,1242.692308,0.114350441,26,4334
42d6df12,0,52,88,1314.576923,4720,170,1.083333333,0.051040723,341.6,0.114350483,25,1746
712c2498,0,41,91,1099.2,2592,180,0.208333333,0.089473684,829.75,0.113333345,40,3000
044d5d12,0,53,23,2318.8,5540.4,620,0.130434783,0.033333333,1242.692308,0.114350441,26,4334
c517b06a,0,61,91,1991.333333,7800,170,0.875,0.024350649,656.5,0.113333342,20,1047
489471a2,0,36,107,849.5,1300,399,0.083333333,0,1086.551724,0.120247568,58,3205
5995dc24,0,40,97,1773.125,5439,485,0.333333333,0.00625,608.1463415,0.113333295,41,1528
1d222039,0,58,77,1925,1925,1925,0.041666667,0,589.8823529,0.116239291,17,603
f0e2f00e,0,40,84,2253.333333,2420,2000,0.125,0.073863636,1086.551724,0.120247568,58,3205
db1e0c1c,0,49,63,2140,3330,950,0.083333333,0,640.0943396,0.116403826,53,1712
304f79b3,1,40,77,675,675,675,0.041666667,0,829.75,0.113333345,40,3000
8493d55a,0,46,72,1570.727273,5520,320,0.458333333,0.083580454,1280.356164,0.114447958,73,562
68a815df,0,54,99,2943.971429,12810,310,0.583333333,0.080886598,819.9300699,0.113902349,143,3158
1cee84e5,0,32,73,2593.761905,14100,80,0.875,0.05622208,2953.783784,0.113333334,37,550
82f0eae2,0,43,65,1967.7,3780,490,0.416666667,0.048052561,1242.692308,0.114350441,26,4334
a05df632,0,38,79,4345,4345,4345,0.041666667,0,640.0943396,0.116403826,53,1712
b27197f2,0,31,21,751,1404,229,0.142857143,0,796.3636364,0.113332975,55,2347
41318867,0,47,103,2362.733333,6524,31,0.625,0.055514327,1086.551724,0.120247568,58,3205
efd55ac5,0,37,105,575,1000,250,0.25,0,656.5,0.113333342,20,1047
b1fc9478,0,52,105,990,990,990,0.041666667,0,819.9300699,0.113902349,143,3158
920ec844,1,33,74,650,650,650,0.041666667,0,1086.551724,0.120247568,58,3205
596212a6,0,40,92,1072,2336,430,0.125,0,608.1463415,0.113333295,41,1528
36ccd205,0,45,76,1645,1645,1645,0.041666667,0,233.5111111,0.108005725,45,298
54751f5f,0,27,77,675,770,580,0.083333333,0,656.5,0.113333342,20,1047
6adbce54,0,39,73,675.25,833,398,0.166666667,0,819.9300699,0.113902349,143,3158
e9fad8ac,0,34,121,1681.666667,4386,450,0.25,0,233.5111111,0.108005725,45,298
244504f5,0,31,56,1127.571429,2680,220,0.583333333,0.092318219,640.0943396,0.116403826,53,1712
6702ea2c,0,50,82,1912,3280,1080,0.208333333,0,1242.692308,0.114350441,26,4334
7f840839,0,49,15,922,2060,146,0.2,0.101626016,656.5,0.113333342,20,1047
a8c42345,0,54,85,3225.888889,8290,70,0.375,0.08662934,1242.692308,0.114350441,26,4334
d77477e5,0,39,105,1408.225,2780,558.9,0.166666667,0.051505376,640.0943396,0.116403826,53,1712
b2db96a9,0,25,17,1874.666667,3780,399,0.176470588,0,640.0943396,0.116403826,53,1712
df63a522,0,35,92,525,700,350,0.083333333,0,341.6,0.114350483,25,1746
fe690109,0,34,78,2668.45,3511,620,0.166666667,0.012727273,341.6,0.114350483,25,1746
58f8442f,0,31,58,1265.266667,5080,300,0.625,0.013636364,829.75,0.113333345,40,3000
ef38d09e,0,47,67,4598.633333,23940,550,0.75,0.009880182,656.5,0.113333342,20,1047
f8358fec,0,49,76,3086.166667,5634,200,0.25,0,1242.692308,0.114350441,26,4334
1a517419,0,44,60,1355.4,3573,150,0.416666667,0,608.1463415,0.113333295,41,1528
bac48748,0,33,79,1280.875,3020,179,0.333333333,0,796.3636364,0.113332975,55,2347
0aba821b,0,48,74,1985,9100,140,0.333333333,0.037878788,1280.356164,0.114447958,73,562
b09496da,0,40,73,1255,1565,945,0.083333333,0,1340,0.10897436,33,2862
605a44b0,0,45,74,3899.666667,17694,410,0.625,0.074889771,1242.692308,0.114350441,26,4334
d072d151,0,36,27,2130,3860,990,0.125,0,1086.551724,0.120247568,58,3205
1a88d9b3,0,51,105,1837.666667,4934,60,0.125,0.131578947,1242.692308,0.114350441,26,4334
a57fb071,0,42,22,1065.97,1965.88,240,0.181818182,0.052352941,1280.356164,0.114447958,73,562
5d1855ba,1,41,81,2294.042,5552,126.42,0.416666667,0.007835125,640.0943396,0.116403826,53,1712
8c8367b0,0,40,87,3984.285714,13570,300,0.291666667,0.03748934,1086.551724,0.120247568,58,3205
01f7dd61,0,31,59,308,310,306,0.083333333,0.05,796.3636364,0.113332975,55,2347
a3c84274,0,37,92,300,300,300,0.041666667,0,819.9300699,0.113902349,143,3158
4eab2191,0,46,78,2439.125,6894,270,0.333333333,0,1242.692308,0.114350441,26,4334
c8a95bbc,0,43,109,2573.465385,10470,100,1.083333333,0.065029533,819.9300699,0.113902349,143,3158
5d93dbde,0,64,112,1644,5310,390,0.291666667,0.013227513,589.8823529,0.116239291,17,603
10e4bea1,0,45,61,190,190,190,0.041666667,0,233.5111111,0.108005725,45,298
42ecb5c4,0,46,75,997.5,1825,170,0.083333333,0.110724242,1242.692308,0.114350441,26,4334
99160b3c,0,51,62,507.04,774.2,240,0.208333333,0.005714286,819.9300699,0.113902349,143,3158
54f1e970,0,47,7,2804.722222,6610,38,2.571428571,0.064364872,1086.551724,0.120247568,58,3205
0e98bf8e,0,37,59,1363,2586,140,0.083333333,0.330011402,796.3636364,0.113332975,55,2347
c6e2f054,0,60,67,597.5,1090,150,0.166666667,0,608.1463415,0.113333295,41,1528
7b59d932,0,51,107,1905.571429,9980,320,0.583333333,0.026086419,1242.692308,0.114350441,26,4334
b6714466,0,39,99,940,940,940,0.041666667,0,819.9300699,0.113902349,143,3158
0be2abbd,1,45,14,4114.494118,17577,270,1.214285714,0.0581253,1086.551724,0.120247568,58,3205
4eac5bc0,0,35,57,2156,5000,702,0.208333333,0.052275627,364.0625,0.113333283,16,690
afeb3ffb,0,37,50,2743.145,13501.8,44,0.833333333,0.073495162,1242.692308,0.114350441,26,4334
fcc87237,0,32,101,1797.5,6010,226,0.416666667,0.027150824,1280.356164,0.114447958,73,562
65e489fb,0,42,51,3288.5,3680,2897,0.083333333,0,1086.551724,0.120247568,58,3205
35bfe159,1,26,69,2214.653659,8860.5,33,1.708333333,0.097974807,656.5,0.113333342,20,1047
62203750,0,37,51,630,630,630,0.041666667,0,1086.551724,0.120247568,58,3205
b4d86988,0,37,159,636.6666667,850,380,0.125,0,2584.186047,0.113333335,43,147
0dfbd457,0,53,79,4374.206897,16920,620,1.208333333,0.100672721,796.3636364,0.113332975,55,2347
1654905f,0,63,111,2098.52973,7002,245,1.541666667,0.035508529,233.5111111,0.108005725,45,298
68db0e02,0,39,24,914.6666667,2020,294,0.125,0.002857143,733.15625,0.119145296,64,407
1e8ce91e,0,39,92,713.3333333,1230,210,0.25,0.040322581,796.3636364,0.113332975,55,2347
134b1da6,0,33,95,320,320,320,0.041666667,0,829.75,0.113333345,40,3000
020f6cc2,0,49,70,860,860,860,0.041666667,0,1086.551724,0.120247568,58,3205
9b43c55a,0,37,66,940,940,940,0.041666667,0,341.6,0.114350483,25,1746
db5adbaf,1,39,49,906.6666667,1500,320,0.125,0,2953.783784,0.113333334,37,550
213150df,0,38,49,2200,4280,480,0.166666667,0,1086.551724,0.120247568,58,3205
790ad230,0,36,47,870,1150,590,0.083333333,0,341.6,0.114350483,25,1746
47c0c324,0,25,61,217.5,290,145,0.083333333,0,608.1463415,0.113333295,41,1528
35416539,0,36,57,2166.666667,4510,20,0.125,0.061456994,1002.307692,0.108974355,13,767
3e5379ad,0,32,60,1604.75,4770,345,0.166666667,0.040275471,1086.551724,0.120247568,58,3205
d0006d8b,0,51,85,2080,3280,880,0.083333333,0,1086.551724,0.120247568,58,3205
64e3f2fe,0,33,79,3980,3980,3980,0.041666667,0,1002.307692,0.108974355,13,767
9eb7fb65,0,44,59,1928.214286,3730,630,0.583333333,0.026326753,1242.692308,0.114350441,26,4334
567f043c,0,49,71,3662.5,5630,1695,0.083333333,0.020152707,1242.692308,0.114350441,26,4334
d21d98a3,0,44,83,342,342,342,0.041666667,0.022857143,1242.692308,0.114350441,26,4334
066792fd,0,36,59,2475,4080,870,0.083333333,0,608.1463415,0.113333295,41,1528
9a204ae2,0,35,24,5298.8,21018,310,0.416666667,0.038524206,1280.356164,0.114447958,73,562
ea8b05a5,0,45,70,3026,5994,400,0.25,0,1242.692308,0.114350441,26,4334
1f9d1940,0,41,67,1130,1600,390,0.125,0.151515152,819.9300699,0.113902349,143,3158
913e491d,0,53,89,3450,6264,536,0.125,0.017241379,1242.692308,0.114350441,26,4334
3d1a88c2,0,46,100,2532.15,5694,58,0.333333333,0.098643383,341.6,0.114350483,25,1746
367d9026,0,48,70,2485.428571,9612,125,0.291666667,0.017473353,733.15625,0.119145296,64,407
f8f1dfbc,0,43,66,646.7142857,920,300,0.291666667,0.066826254,796.3636364,0.113332975,55,2347
e72bf704,0,55,58,3943.748571,19196.98,733.5,0.583333333,0.068381227,1242.692308,0.114350441,26,4334
915cec2d,1,30,53,310,320,300,0.083333333,0,829.75,0.113333345,40,3000
1b67dc2f,0,33,95,320,320,320,0.041666667,0,1340,0.10897436,33,2862
8e38a125,0,44,54,2450,3555,1345,0.083333333,0,1340,0.10897436,33,2862
b49701f8,0,28,66,373.5,657,175.5,0.125,0.1,829.75,0.113333345,40,3000
1.82E+12,0,44,152,1350,1350,1350,0.041666667,0.1,1086.551724,0.120247568,58,3205
71122f66,0,54,52,2431.9,7524,30,0.416666667,0.084080276,819.9300699,0.113902349,143,3158
c35f5fe9,0,50,52,3188.784444,6360,1369.06,0.375,0.03083006,1086.551724,0.120247568,58,3205
d78c94f1,0,45,58,2254.426667,8900,125,1.25,0.062559779,1242.692308,0.114350441,26,4334
9248856b,1,46,58,2410,2410,2410,0.041666667,0,819.9300699,0.113902349,143,3158
93f02927,0,38,68,600,600,600,0.041666667,0,233.5111111,0.108005725,45,298
3b202603,0,40,78,2018.333333,4010,465,0.125,0.052077753,1242.692308,0.114350441,26,4334
4761eed0,0,38,48,667.3076923,1290,215,0.541666667,0,1086.551724,0.120247568,58,3205
fa1a7b0d,0,43,54,2786,4186,700,0.166666667,0,1086.551724,0.120247568,58,3205
b0881bc8,0,51,48,830,830,830,0.041666667,0,1086.551724,0.120247568,58,3205
dfd96f25,0,54,58,2657.690909,4217,490,0.458333333,0.047610821,2584.186047,0.113333335,43,147
ff1add6f,0,46,67,2493.555556,7110,350,0.75,0.035741068,1086.551724,0.120247568,58,3205
735c391a,0,27,22,1121.055556,2190,320,0.818181818,0,656.5,0.113333342,20,1047
272e224c,0,28,69,1199.977273,2970,99,0.916666667,0.020510229,796.3636364,0.113332975,55,2347
641e354a,0,34,80,560,560,560,0.041666667,0,829.75,0.113333345,40,3000
c7f75a42,0,28,72,615,690,540,0.083333333,0,364.0625,0.113333283,16,690
8bdfdf74,0,32,48,250,250,250,0.041666667,0,640.0943396,0.116403826,53,1712
91b6e201,0,32,100,727.2,2270,19,0.208333333,0,589.8823529,0.116239291,17,603
f56618c3,0,33,53,1871.4,3575,460,0.208333333,0,796.3636364,0.113332975,55,2347
290eee3c,0,50,52,1875,6800,300,0.25,0.017878651,1086.551724,0.120247568,58,3205
f52785c1,0,48,105,2800,4620,980,0.083333333,0,1002.307692,0.108974355,13,767
78d8796a,0,30,106,690,1140,240,0.083333333,0,341.6,0.114350483,25,1746
b3fffc2c,0,47,68,1915,2580,1250,0.083333333,0,1242.692308,0.114350441,26,4334
301e1251,0,45,45,2681.272727,8568,20,0.458333333,0.071183473,733.15625,0.119145296,64,407
836ee707,0,49,104,2826.266667,3466.8,1936.8,0.25,0.063636364,733.15625,0.119145296,64,407
55d7e6ac,0,34,68,1812.55,3060,711,0.333333333,0.033333333,656.5,0.113333342,20,1047
7c0790ef,0,49,104,4086,13260,540,0.291666667,0.007471608,1242.692308,0.114350441,26,4334
633f302b,0,43,53,1026.25,1855,460,0.166666667,0,589.8823529,0.116239291,17,603
e704d856,0,34,99,1322.126667,3526.38,130,0.125,0.14826087,608.1463415,0.113333295,41,1528
ee81ac1a,0,39,74,400,400,400,0.041666667,0,1242.692308,0.114350441,26,4334
6fb48260,0,45,72,3161.875,11961,108,0.333333333,0.127809361,1242.692308,0.114350441,26,4334
52840262,0,44,74,1775,3730,680,0.416666667,0,656.5,0.113333342,20,1047
4e911cc8,0,51,47,2243.333333,3182,1180,0.125,0,364.0625,0.113333283,16,690
36967000000,0,35,42,2330.5,3820,1576,0.25,0,1242.692308,0.114350441,26,4334
3a2190ca,0,47,37,1859.615385,4400,658,0.541666667,0.106342186,1242.692308,0.114350441,26,4334
30668c6f,0,30,37,684.86,2580.6,279,0.416666667,0,1086.551724,0.120247568,58,3205
526df53f,0,35,38,1546.2,2426,666.4,0.083333333,0.01,1340,0.10897436,33,2862
5abef02c,0,53,37,2907.933333,5660,300,0.125,0.090329165,341.6,0.114350483,25,1746
2a772a23,0,59,89,4078.177273,24578.4,40,0.916666667,0.116754394,1280.356164,0.114447958,73,562
b55c5980,0,35,16,1569.466667,6325,60,1.875,0.059709164,608.1463415,0.113333295,41,1528
565163d6,0,31,21,1078.213333,4410,99,0.714285714,0.039421173,2584.186047,0.113333335,43,147
a6237695,0,29,36,1662.9,4080,400,0.416666667,0.02415872,1086.551724,0.120247568,58,3205
b54ae10a,0,43,50,1050,1050,1050,0.041666667,0,1242.692308,0.114350441,26,4334
be57ac3d,0,53,3,1183,1796,570,0.666666667,0,1242.692308,0.114350441,26,4334
190bdfc3,0,48,106,1123.775,3116,170,0.5,0.042320086,1086.551724,0.120247568,58,3205
addd4701,0,49,60,3640,5360,1560,0.125,0,819.9300699,0.113902349,143,3158
2723a4b1,0,61,151,1641.666667,3732,210,0.25,0.060700036,1280.356164,0.114447958,73,562
4ccdbff0,0,53,70,835.165,1813.98,195,0.5,0.088725799,341.6,0.114350483,25,1746
cd746a53,0,25,40,697,1320,300,0.416666667,0,829.75,0.113333345,40,3000
4dff0cad,0,24,39,320,320,320,0.041666667,0,829.75,0.113333345,40,3000
227395f1,1,26,46,2325,4300,350,0.083333333,0,589.8823529,0.116239291,17,603
9050943c,0,56,104,2207.866667,8710,212,0.625,0.026368816,1242.692308,0.114350441,26,4334
38c1a297,0,39,77,4458.888889,11583,36,0.375,0.109049774,1280.356164,0.114447958,73,562
df9ead80,0,38,43,2135.75,4920,1120,0.166666667,0.009090909,1086.551724,0.120247568,58,3205
f674e725,0,55,135,1328.333333,3150,235,0.125,0.046562158,1086.551724,0.120247568,58,3205
400a2c23,0,27,64,600,600,600,0.041666667,0,1086.551724,0.120247568,58,3205
63900dda,0,24,54,1383.916667,2112,320,0.25,0.055555556,1086.551724,0.120247568,58,3205
b7bf7427,0,37,32,290,290,290,0.041666667,0,656.5,0.113333342,20,1047
1ffa3dfb,0,35,106,3162,8000,432,0.125,0,2953.783784,0.113333334,37,550
ae954a9c,0,52,34,4333,9050,1392,0.166666667,0,1086.551724,0.120247568,58,3205
b04cbe84,0,35,48,2458.666667,8334,40,0.25,0.071428571,608.1463415,0.113333295,41,1528
083c2285,0,55,43,1860,2440,1280,0.083333333,0,1086.551724,0.120247568,58,3205
9180e58f,0,27,34,380,450,310,0.083333333,0,608.1463415,0.113333295,41,1528
66876229,0,31,37,2964.125,6170,1390,0.333333333,0.032928163,1340,0.10897436,33,2862
c9088366,0,27,46,746.575,3090,68,0.666666667,0.005678459,608.1463415,0.113333295,41,1528
e7ba00c3,0,42,44,1820.75,3222,1088,0.166666667,0,589.8823529,0.116239291,17,603
4032de40,1,40,76,1520,1520,1520,0.041666667,0,1340,0.10897436,33,2862
ca0c58af,0,50,147,1272.342857,3880,68,0.583333333,0.018674379,1242.692308,0.114350441,26,4334
febde1e4,0,49,70,3805,7850,680,0.166666667,0,1086.551724,0.120247568,58,3205
4ff5442a,0,28,38,2812.5,5390,235,0.083333333,0,1280.356164,0.114447958,73,562
99c58dc8,0,37,21,1225,2060,390,0.095238095,0,640.0943396,0.116403826,53,1712
62fcc635,0,29,4,2158.25,2594,1565,1,0,1242.692308,0.114350441,26,4334
7718d68a,0,37,35,1109,2250,138,0.166666667,0,1340,0.10897436,33,2862
d60fb1d8,0,35,11,480,480,480,0.090909091,0,796.3636364,0.113332975,55,2347
1104596e,0,29,36,1694.5,1869,1520,0.083333333,0,1340,0.10897436,33,2862
78160144,0,46,68,2064.877778,6930,315,0.75,0.055516915,1242.692308,0.114350441,26,4334
72d89f62,0,29,36,935.7826087,2485,240,0.958333333,0.007851759,656.5,0.113333342,20,1047
08d52430,0,29,36,1054.5,2323,40,0.666666667,0.081298432,1340,0.10897436,33,2862
3cdb99be,0,41,36,300,300,300,0.041666667,0,1086.551724,0.120247568,58,3205
1d428f08,0,52,55,4720,9610,1962,0.125,0,1086.551724,0.120247568,58,3205
15e87a0e,0,41,63,3130.846667,9637.5,255,1,0.034893791,1242.692308,0.114350441,26,4334
108e1769,0,30,68,441.6666667,725,240,0.125,0,2584.186047,0.113333335,43,147
34838676,0,26,67,682,990,380,0.166666667,0,640.0943396,0.116403826,53,1712
4acee5ec,0,31,66,2874,6170,88,0.375,0.087966308,640.0943396,0.116403826,53,1712
b914c019,0,28,31,897.2,1837,280,0.208333333,0.04,829.75,0.113333345,40,3000
7aaabf77,0,26,46,2361.166667,2970,1300,0.25,0.059183219,819.9300699,0.113902349,143,3158
4b79428c,0,39,34,3891.166667,8630,70,0.25,0.068190312,1242.692308,0.114350441,26,4334
58d2f09c,0,47,71,2493,5600,450,0.166666667,0.126159387,1280.356164,0.114447958,73,562
90262f50,1,21,24,2340.833333,6100,300,0.25,0.067687114,1086.551724,0.120247568,58,3205
63638b27,0,25,40,1170.625,5445,300,0.333333333,0.117142899,796.3636364,0.113332975,55,2347
85980400,0,31,69,1252.782609,3300,310,0.958333333,0.061054283,1242.692308,0.114350441,26,4334
4f716789,1,31,79,1779.5,3490,270,0.416666667,0.009920635,1242.692308,0.114350441,26,4334
28313402,0,41,72,300,300,300,0.041666667,0,819.9300699,0.113902349,143,3158
44085ab3,0,50,37,7680.745,11101.49,4260,0.083333333,0.072821972,1242.692308,0.114350441,26,4334
d26611cb,0,49,60,2421.794118,7146,468,0.708333333,0.1,1086.551724,0.120247568,58,3205
f5f8bc7a,0,32,44,3964.25,6520,320,0.166666667,0.131659223,1242.692308,0.114350441,26,4334
87fd60a9,0,54,56,5539.366667,16384.5,98,0.25,0.134120735,819.9300699,0.113902349,143,3158
51a6c69d,0,56,69,1685.647059,4200,50,0.708333333,0.037267081,1086.551724,0.120247568,58,3205
d3534055,0,28,74,320,320,320,0.041666667,0,829.75,0.113333345,40,3000
a3dfa447,0,45,77,945.5666667,1720,75,0.375,0.0670266,233.5111111,0.108005725,45,298
14cac6db,0,53,20,2845.908125,12906.03,700,0.8,0.086646041,1086.551724,0.120247568,58,3205
0500f937,0,37,98,2999.866667,19530,300,0.625,0.014782898,796.3636364,0.113332975,55,2347
00dea7c5,0,32,24,1955,6600,325,0.5,0.069100957,608.1463415,0.113333295,41,1528
5f17e643,0,30,16,5040.15625,12330,465,1,0.094706543,2953.783784,0.113333334,37,550
6fc4d498,0,53,72,1834.666667,3238,510,0.125,0,829.75,0.113333345,40,3000
009c8651,0,49,82,2500,6200,150,0.125,0.117647059,1086.551724,0.120247568,58,3205
b44412cc,0,29,62,1180,1180,1180,0.041666667,0,819.9300699,0.113902349,143,3158
84675ddf,0,43,77,380,380,380,0.041666667,0,1242.692308,0.114350441,26,4334
fcd4929e,0,49,51,1451,2682,220,0.083333333,0,1242.692308,0.114350441,26,4334
b2e2862e,1,49,48,5102.866667,12195,1027.6,0.125,0.157557599,2953.783784,0.113333334,37,550
ad466337,0,34,115,1911.090909,5660,310,0.458333333,0.041555285,819.9300699,0.113902349,143,3158
fd31e19c,0,35,31,965.6230769,3369,197,0.541666667,0.045351187,341.6,0.114350483,25,1746
310bcbdb,0,45,11,2502,4780,1350,0.272727273,0,829.75,0.113333345,40,3000
06a9d049,0,38,28,1834.333333,3500,707,0.125,0,1340,0.10897436,33,2862
069ae3bc,0,44,51,6419.25,10624.5,2214,0.083333333,0.1,819.9300699,0.113902349,143,3158
f901acc9,0,48,115,3088.857143,9268,690,0.291666667,0,1086.551724,0.120247568,58,3205
d2065590,0,32,42,3274.644737,11858.4,20,1.583333333,0.075463166,1340,0.10897436,33,2862
573fca68,0,29,40,2970,2970,2970,0.041666667,0.1,1086.551724,0.120247568,58,3205
32950377,0,28,74,2241.91,6606,313.6,0.416666667,0.038827586,608.1463415,0.113333295,41,1528
5ac45d9a,0,26,27,4414.833333,13960,10,0.25,0.079538267,1086.551724,0.120247568,58,3205
af6a4ee1,0,31,14,828.0769231,1800,119,0.928571429,0.007321732,1340,0.10897436,33,2862
b9c27e21,0,41,14,871,1095,538,0.214285714,0.033898305,640.0943396,0.116403826,53,1712
b358d011,0,27,62,2165.333333,2830,1070,0.125,0,640.0943396,0.116403826,53,1712
e7c0505a,0,42,77,3085,4750,280,0.25,0.034158415,1086.551724,0.120247568,58,3205
a5cdf101,0,32,82,2453.252632,11950,130,0.791666667,0.037445233,656.5,0.113333342,20,1047
3dfc9d10,0,28,60,557,655,390,0.166666667,0,608.1463415,0.113333295,41,1528
5a2379f5,0,32,45,1487.888889,3688,449,0.375,0,829.75,0.113333345,40,3000
a079e93d,0,31,57,3407.0625,13648.5,245,0.333333333,0.07826087,1086.551724,0.120247568,58,3205
b3af5316,0,26,21,604,1360,72,0.142857143,0.225044563,640.0943396,0.116403826,53,1712
0da23d3d,0,30,31,1197.222222,3360,235,0.375,0,1242.692308,0.114350441,26,4334
e2df10f5,1,38,67,4780.809524,21222,280,0.875,0.006140832,819.9300699,0.113902349,143,3158
5eea88f0,0,39,103,2758.684211,14326,108,0.791666667,0.013019332,1242.692308,0.114350441,26,4334
b0e60783,0,63,26,2718.270588,11975.6,130,0.708333333,0.028571429,1242.692308,0.114350441,26,4334
420bf2fe,0,51,26,3666.769231,7633,156,0.541666667,0.022133342,1280.356164,0.114447958,73,562
d98bab37,1,27,25,2822.728571,6517,180,0.291666667,0.056403941,640.0943396,0.116403826,53,1712
a2140fe8,0,36,20,3343.561538,8740,400.5,0.65,0.056640614,1340,0.10897436,33,2862
7cda6298,0,37,22,2326.666667,9220,275,0.272727273,0,1086.551724,0.120247568,58,3205
5d919d54,0,39,99,1317.227273,2976,225,0.458333333,0.090738754,640.0943396,0.116403826,53,1712
a6efd128,0,29,104,1980,3980,540,0.125,0,341.6,0.114350483,25,1746
409973be,0,44,25,980,980,980,0.041666667,0.048076923,829.75,0.113333345,40,3000
9782594f,0,35,34,1989.928571,4410,200,0.583333333,0.028495618,1242.692308,0.114350441,26,4334
6af66f2b,0,46,25,1175.772727,5321,20,0.458333333,0.07071821,341.6,0.114350483,25,1746
9ba646be,0,48,88,1700,1700,1700,0.041666667,0.32,1086.551724,0.120247568,58,3205
538dc40c,0,35,50,1937,5310,500,0.333333333,0,1242.692308,0.114350441,26,4334
1ebda12b,1,37,24,310,310,310,0.041666667,0,1086.551724,0.120247568,58,3205
064c5007,0,54,23,1318,1638,998,0.086956522,0.075,341.6,0.114350483,25,1746
0f590473,0,29,69,3702.116,16030.08,240,0.416666667,0.068032116,341.6,0.114350483,25,1746
7d0e50b2,0,30,42,1595,1730,1460,0.083333333,0,640.0943396,0.116403826,53,1712
68b405d4,0,45,23,4172.5,5950,2395,0.086956522,0,1242.692308,0.114350441,26,4334
ecb12167,0,55,90,1200,1200,1200,0.041666667,0,1242.692308,0.114350441,26,4334
0ecf96b5,0,39,38,5627,7380,4280,0.208333333,0.006385696,1086.551724,0.120247568,58,3205
91377b68,0,45,34,3498.4,11736,156,0.416666667,0.02962963,1242.692308,0.114350441,26,4334
ebfd4550,0,27,22,1139.4,1240,1038.8,0.090909091,0.060970475,640.0943396,0.116403826,53,1712
f1d252e1,0,42,100,3468.6,5427,480,0.208333333,0.05,1242.692308,0.114350441,26,4334
855fb614,0,31,27,1718.934483,8090,180,1.208333333,0.054997982,1086.551724,0.120247568,58,3205
79836784,0,28,64,2773.333333,4850,545,0.125,0.307963309,2953.783784,0.113333334,37,550
0bf471d6,0,48,104,2174.384615,6395,198,0.541666667,0.079353087,1242.692308,0.114350441,26,4334
18a591b7,1,47,63,2588.266667,6342,646,0.375,0.035948158,1086.551724,0.120247568,58,3205
f17eb9c2,0,48,130,1194.5,3050,190,0.333333333,0.020944118,1086.551724,0.120247568,58,3205
ff5fa825,0,32,23,2116.733333,8040,61,0.652173913,0.023099901,640.0943396,0.116403826,53,1712
a3e3e6e0,0,55,113,2245.956,9630,12,1.041666667,0.101405072,341.6,0.114350483,25,1746
e9c6f122,0,28,22,1810.666667,3230,320,0.272727273,0.023529412,656.5,0.113333342,20,1047
d8d644d4,0,41,56,2981.155556,11070,183,0.375,0.086663396,341.6,0.114350483,25,1746
572e81e7,0,26,35,1784.8,4860,594,0.208333333,0.071428571,656.5,0.113333342,20,1047
8a5c0ab1,0,40,68,2978.090909,7632,999,0.458333333,0.108367307,1086.551724,0.120247568,58,3205
e62d23e0,0,44,72,1902.3125,5931,160,0.333333333,0.104941626,819.9300699,0.113902349,143,3158
a6571dfe,0,34,90,1718.25,4851,350,0.5,0.119990422,341.6,0.114350483,25,1746
a86ab752,0,31,13,2472.683333,5525,295.1,0.461538462,0.040344585,1242.692308,0.114350441,26,4334
7d9ca558,1,37,62,2197,4860,290,0.375,0.057269866,1002.307692,0.108974355,13,767
6771938b,0,35,82,3841.5,5593,2090,0.083333333,0,1086.551724,0.120247568,58,3205
277ffd5a,0,39,37,2601,6534,85,0.166666667,0.106077873,819.9300699,0.113902349,143,3158
d5c0d921,0,28,34,2688,8500,144,0.708333333,0.070652487,1340,0.10897436,33,2862
5ada9638,0,29,40,1123.596774,3496,175,1.291666667,0.045393841,796.3636364,0.113332975,55,2347
4448f331,0,53,28,270,270,270,0.041666667,0,1242.692308,0.114350441,26,4334
6ee12d52,0,51,41,4414.071429,21215,70,0.583333333,0.157095201,1242.692308,0.114350441,26,4334
a4554619,1,43,21,3725,6640,810,0.095238095,0.144053966,1280.356164,0.114447958,73,562
8d13b959,0,44,21,2529.958333,7100,330,1.142857143,0.109663629,1086.551724,0.120247568,58,3205
b70f7596,0,28,74,388,516,260,0.083333333,0.276816609,364.0625,0.113333283,16,690
